Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1519,147.66,184,540,440,220,388,12
2,1768,108.75,0,536,200,195,380,12
3,172,102.33,36,412,280,194,330,12
4,88,100.25,16,348,360,205,274,12
5,126,99.41,20,364,320,249,246,12
6,125,98.5,4,576,80,74,466,12
7,2877,97.0,0,416,200,210,338,12
8,348,95.16,24,292,400,166,260,12
9,166,92.5,38,276,320,232,274,12
10,4909,89.25,30,340,280,145,294,12
11,2713,88.83,24,232,280,260,270,12
12,3205,87.16,10,400,160,158,324,12
13,4048,85.5,8,312,240,192,292,12
14,2084,83.0,8,308,200,126,360,12
15,1073,82.25,22,268,280,159,276,12
16,5735,79.08,34,260,240,133,312,12
17,5347,78.83,42,216,320,140,234,12
18,5491,78.83,18,284,280,160,240,12
19,3236,78.41,34,184,280,153,308,12
20,97,77.91,24,288,240,159,266,12
21,69,77.41,24,268,280,125,250,12
22,3466,73.5,10,288,160,206,230,12
23,5459,72.25,30,268,200,137,238,12
24,4176,72.0,0,272,240,82,282,12
25,4908,71.91,0,248,240,127,260,12
26,1757,67.25,38,188,160,85,348,12
27,1965,66.91,36,244,200,97,244,12
28,121,66.0,36,204,240,104,226,12
29,4169,64.83,26,176,240,128,214,12
30,4034,64.58,32,204,200,129,216,12
31,663,63.0,26,176,240,114,218,12
32,1786,60.66,30,212,160,50,288,12
33,1027,59.83,16,160,240,102,206,12
34,4987,59.58,4,160,280,89,182,12
35,5633,58.0,20,192,200,98,198,12
36,4796,55.91,20,164,200,119,174,12
37,2423,55.41,20,176,160,127,182,12
38,2262,54.66,4,144,240,100,174,12
39,1761,51.75,0,184,160,81,214,12
40,5000,49.58,6,164,160,91,198,12
