Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,3636,23.00,51.00,80.00,39.00,12,5-3-1,0,9
2,3812,23.00,31.00,50.00,65.00,10,6-2-1,0,9
3,1983,22.00,130.00,80.00,135.00,8,7-2-0,0,9
4,2130,22.00,64.00,20.00,52.00,8,7-2-0,0,9
5,2557,22.00,61.00,110.00,99.00,10,6-3-0,0,9
6,1510,22.00,44.00,60.00,57.00,6,8-1-0,0,9
7,1425,20.00,78.00,70.00,100.00,8,6-3-0,0,9
8,2733,20.00,76.00,30.00,66.00,10,5-4-0,0,9
9,3711,20.00,48.00,40.00,77.00,6,7-2-0,0,9
10,568,20.00,21.00,70.00,56.00,6,7-2-0,0,9
11,4057,20.00,11.00,120.00,52.00,4,8-1-0,0,9
12,1700,19.00,48.00,50.00,94.00,7,6-3-0,0,9
13,3145,19.00,47.00,80.00,54.00,8,5-3-1,0,9
14,2002,18.00,63.00,30.00,93.00,4,7-2-0,0,9
15,2093,18.00,51.00,50.00,73.00,6,6-3-0,0,9
16,2471,18.00,28.00,40.00,141.00,4,7-2-0,0,9
17,957,18.00,16.00,80.00,37.00,8,5-4-0,0,9
18,753,17.00,52.00,50.00,50.00,5,6-3-0,0,9
19,2412,17.00,44.00,110.00,33.00,6,5-3-1,0,9
20,847,17.00,15.00,40.00,37.00,10,3-5-1,0,9
21,3995,17.00,12.00,60.00,33.00,6,5-3-1,0,9
22,2439,16.00,78.00,80.00,73.00,4,6-3-0,0,9
23,2521,16.00,35.00,80.00,79.00,3,6-2-1,0,9
24,2517,16.00,30.00,30.00,63.00,10,3-6-0,0,9
25,3024,16.00,29.00,60.00,37.00,6,5-4-0,0,9
26,3210,15.00,53.00,30.00,52.00,4,5-3-1,0,9
27,360,15.00,40.00,60.00,59.00,6,4-4-1,0,9
28,1540,14.00,107.00,40.00,77.00,4,5-4-0,0,9
29,4257,14.00,59.00,60.00,50.00,3,5-3-1,0,9
30,2443,14.00,46.00,70.00,56.00,2,6-3-0,0,9
31,2898,14.00,45.00,60.00,44.00,4,5-4-0,0,9
32,4132,14.00,37.00,20.00,61.00,6,4-5-0,0,9
33,4051,14.00,33.00,50.00,34.00,6,4-5-0,0,9
34,4125,14.00,12.00,40.00,66.00,4,3-2-4,0,9
35,2374,13.00,70.00,20.00,78.00,4,4-4-1,0,9
36,1595,13.00,50.00,40.00,45.00,5,4-5-0,0,9
37,2990,13.00,6.00,50.00,59.00,4,4-4-1,0,9
38,2046,12.00,100.00,50.00,56.00,2,5-4-0,0,9
39,2635,12.00,63.00,30.00,44.00,2,5-4-0,0,9
40,956,12.00,47.00,0,56.00,4,4-5-0,0,9
41,2542,12.00,41.00,30.00,47.00,5,3-5-1,0,9
42,3841,12.00,39.00,60.00,74.00,4,4-5-0,0,9
43,1359,12.00,33.00,30.00,64.00,6,3-6-0,0,9
44,2811,11.00,41.00,30.00,45.00,2,4-4-1,0,9
45,4110,11.00,27.00,50.00,45.00,2,4-4-1,0,9
46,841,11.00,17.00,30.00,37.00,6,2-6-1,0,9
47,1823,11.00,16.00,20.00,21.00,6,2-6-1,0,9
48,2915,11.00,10.00,20.00,19.00,4,3-5-1,0,9
49,997,11.00,5.00,30.00,28.00,8,1-7-1,0,9
50,3192,10.00,72.00,40.00,48.00,0,5-4-0,0,9
51,4043,10.00,51.00,30.00,43.00,4,3-6-0,0,9
52,3712,10.00,18.00,20.00,31.00,4,3-6-0,0,9
53,3131,10.00,12.00,50.00,43.00,6,1-6-2,0,9
54,2605,9.00,16.00,50.00,49.00,0,4-4-1,0,9
55,2411,8.00,62.00,20.00,35.00,4,2-7-0,0,9
56,3472,8.00,30.00,20.00,39.00,4,2-6-0,1,9
57,2192,8.00,29.00,10.00,64.00,2,3-5-0,1,9
58,3673,8.00,27.00,20.00,34.00,2,3-6-0,0,9
59,4127,8.00,25.00,10.00,78.00,2,3-6-0,0,9
60,2437,8.00,18.00,10.00,49.00,2,2-5-2,0,9
61,3674,7.00,30.00,40.00,53.00,0,3-5-1,0,9
62,4109,7.00,22.00,20.00,18.00,2,2-6-1,0,9
63,2550,6.00,30.00,10.00,47.00,2,2-7-0,0,9
64,955,6.00,24.00,10.00,59.00,2,2-7-0,0,9
65,1432,6.00,12.00,20.00,32.00,2,2-7-0,0,9
66,1544,2.00,17.00,10.00,10.00,2,0-9-0,0,9
