Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1251,9,1,0,10,18.00,8.90,256
2,1319,8,2,0,10,16.00,17.50,143
3,2237,8,2,0,10,16.00,13.20,144
4,1626,8,2,0,10,16.00,12.40,98
5,343,7,3,0,10,14.00,14.60,158
6,845,7,3,0,10,14.00,12.40,132
7,1369,7,3,0,10,14.00,12.30,132
8,538,7,3,0,10,14.00,11.60,76
9,804,7,3,0,10,14.00,5.00,140
10,1746,6,3,1,10,13.00,10.40,158
11,337,6,4,0,10,12.00,21.10,76
12,1618,6,4,0,10,12.00,20.10,158
13,832,6,4,0,10,12.00,17.70,256
14,665,6,4,0,10,12.00,17.40,64
15,1102,6,4,0,10,12.00,16.30,230
16,1249,6,4,0,10,12.00,13.60,88
17,1539,6,4,0,10,12.00,7.60,128
18,1051,5,4,1,10,11.00,16.90,158
19,803,5,4,1,10,11.00,13.10,128
20,1436,5,5,0,10,10.00,18.80,140
21,1758,5,5,0,10,10.00,15.80,132
22,801,5,5,0,10,10.00,15.40,98
23,34,5,5,0,10,10.00,7.70,230
24,1959,5,5,0,10,10.00,6.60,36
25,1287,5,5,0,10,10.00,4.80,98
26,386,4,5,1,10,9.00,9.30,144
27,342,4,6,0,10,8.00,20.20,132
28,1522,4,6,0,10,8.00,19.40,256
29,1398,4,6,0,10,8.00,18.50,230
30,1553,4,6,0,10,8.00,16.60,46
31,1875,4,6,0,10,8.00,14.80,97
32,1390,4,6,0,10,8.00,12.60,58
33,281,4,6,0,10,8.00,7.40,132
34,1876,4,6,0,10,8.00,6.60,76
35,1026,3,6,1,10,7.00,14.80,60
36,837,3,7,0,10,6.00,14.60,64
37,1225,3,7,0,10,6.00,13.40,36
38,135,3,7,0,10,6.00,10.00,36
39,1368,3,7,0,10,6.00,9.20,35
40,1293,3,7,0,10,6.00,8.80,16
41,346,3,7,0,10,6.00,7.80,56
42,2187,3,7,0,10,6.00,4.60,132
43,2092,2,7,1,10,5.00,10.60,42
44,900,2,8,0,10,4.00,19.90,70
45,587,2,8,0,10,4.00,17.70,52
