Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2550,1.75,2523.0,247.0,1120.0,1050.0,13.0,10-1-0,12
2,2990,1.5800000000000001,2640.0,564.0,1420.0,1000.0,10.0,9-3-0,12
3,3711,1.5,2451.0,285.0,1180.0,950.0,56.0,9-3-0,12
4,6445,1.5,2271.0,339.0,960.0,1000.0,21.0,9-3-0,12
5,2471,1.5,2160.0,257.0,1080.0,750.0,80.0,9-3-0,12
6,4060,1.4099999999999999,2152.0,270.0,1080.0,800.0,7.0,8-4-0,12
7,3674,1.3300000000000001,2340.0,341.0,1180.0,900.0,25.0,8-4-0,12
8,5085,1.3300000000000001,2255.0,376.0,1080.0,750.0,15.0,8-4-0,12
9,1432,1.3300000000000001,2177.0,386.0,1200.0,700.0,27.0,8-4-0,12
10,4488,1.1599999999999999,2447.0,562.0,1220.0,1000.0,32.0,7-5-0,12
11,997,1.1599999999999999,2257.0,274.0,1080.0,950.0,22.0,7-5-0,12
12,957,1.1599999999999999,2250.0,200.0,1140.0,900.0,0.0,7-5-0,12
13,1425,1.1599999999999999,2224.0,199.0,1100.0,850.0,14.0,7-5-0,12
14,2915,1.1599999999999999,2146.0,203.0,980.0,950.0,16.0,7-4-0,12
15,4043,1.1599999999999999,2119.0,325.0,1060.0,850.0,9.0,7-5-0,12
16,2811,1.1599999999999999,1916.0,152.0,1040.0,650.0,16.0,7-5-0,12
17,5977,1.1599999999999999,1795.0,158.0,1060.0,600.0,15.0,7-5-0,12
18,6343,1.0,2335.0,212.0,1100.0,950.0,25.0,6-6-0,12
19,955,1.0,2283.0,362.0,1000.0,900.0,28.0,6-6-0,12
20,2635,1.0,2091.0,323.0,1020.0,750.0,11.0,6-6-0,12
21,1540,1.0,2077.0,322.0,1000.0,750.0,127.0,6-6-0,12
22,3024,1.0,1962.0,378.0,1200.0,600.0,7.0,6-6-0,12
23,1359,1.0,1725.0,253.0,920.0,550.0,25.0,6-6-0,12
24,6437,1.0,1657.0,261.0,920.0,450.0,12.0,6-6-0,12
25,4051,1.0,1643.0,328.0,1020.0,450.0,13.0,6-6-0,12
26,753,0.82999999999999996,2020.0,160.0,860.0,950.0,30.0,5-7-0,12
27,568,0.82999999999999996,1960.0,205.0,1060.0,650.0,25.0,5-7-0,12
28,6456,0.82999999999999996,1940.0,390.0,1000.0,600.0,5.0,5-7-0,12
29,3636,0.82999999999999996,1902.0,112.0,880.0,850.0,7.0,5-6-0,12
30,4057,0.82999999999999996,1800.0,195.0,960.0,700.0,5.0,5-7-0,12
31,2733,0.82999999999999996,1612.0,200.0,920.0,550.0,2.0,5-7-0,12
32,2521,0.66000000000000003,1961.0,303.0,1060.0,550.0,11.0,4-8-0,12
33,847,0.5,1983.0,225.0,1000.0,750.0,23.0,3-9-0,12
34,5198,0.5,1699.0,297.0,940.0,550.0,14.0,3-8-0,12
35,6443,0.5,1679.0,152.0,960.0,450.0,19.0,3-9-0,12
36,3574,0.5,1429.0,190.0,860.0,400.0,14.0,3-9-0,12
37,4110,0.5,1388.0,85.0,720.0,500.0,33.0,3-6-0,12
38,6465,0.5,1177.0,204.0,680.0,400.0,17.0,3-5-0,12
39,2411,0.33000000000000002,1396.0,200.0,960.0,200.0,26.0,2-10-0,12
40,3673,0.16,1618.0,216.0,920.0,450.0,28.0,1-11-0,12
