Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,16,36.0,304.0,240.0,329.0,555.0,9-1-0,10
2,118,35.0,322.0,210.0,492.0,530.0,9-1-0,10
3,179,31.0,250.0,205.0,386.0,510.0,9-1-0,10
4,4188,31.0,200.0,150.0,235.0,500.0,8-2-0,10
5,5006,30.0,234.0,170.0,252.0,530.0,8-2-0,10
6,456,29.0,254.0,165.0,184.0,530.0,8-2-0,10
7,624,29.0,242.0,165.0,280.0,510.0,8-2-0,10
8,5045,26.0,288.0,140.0,276.0,525.0,7-3-0,10
9,1251,25.0,260.0,125.0,199.0,545.0,6-4-0,10
10,2783,24.0,212.0,115.0,209.0,490.0,7-3-0,10
11,283,24.0,156.0,125.0,136.0,450.0,7-3-0,10
12,2815,23.0,256.0,105.0,194.0,510.0,6-4-0,10
13,79,23.0,194.0,155.0,156.0,485.0,7-3-0,10
14,1902,21.0,236.0,155.0,182.0,475.0,6-4-0,10
15,3490,21.0,188.0,155.0,141.0,485.0,6-4-0,10
16,3397,21.0,170.0,130.0,233.0,395.0,7-3-0,10
17,5845,20.0,220.0,145.0,132.0,485.0,6-4-0,10
18,2973,20.0,192.0,145.0,175.0,425.0,6-4-0,10
19,5472,19.0,230.0,140.0,131.0,495.0,5-5-0,10
20,4020,18.0,238.0,140.0,154.0,475.0,4-6-0,10
21,3959,18.0,224.0,125.0,183.0,510.0,5-5-0,10
22,34,18.0,222.0,130.0,140.0,455.0,5-5-0,10
23,343,18.0,206.0,95.0,151.0,505.0,5-5-0,10
24,442,18.0,190.0,100.0,110.0,490.0,5-5-0,10
25,2918,18.0,188.0,120.0,166.0,450.0,5-5-0,10
26,3319,17.0,230.0,140.0,125.0,515.0,5-5-0,10
27,5180,17.0,212.0,100.0,120.0,465.0,4-6-0,10
28,1466,17.0,204.0,130.0,111.0,515.0,4-6-0,10
29,3861,17.0,198.0,135.0,141.0,480.0,4-6-0,10
30,1539,17.0,148.0,135.0,144.0,445.0,5-5-0,10
31,5317,16.0,246.0,115.0,131.0,525.0,3-7-0,10
32,364,16.0,236.0,140.0,293.0,500.0,4-6-0,10
33,4924,16.0,174.0,90.0,131.0,430.0,5-5-0,10
34,6107,16.0,142.0,120.0,140.0,430.0,4-6-0,10
35,1706,15.0,250.0,115.0,181.0,415.0,5-5-0,10
36,945,14.0,204.0,105.0,112.0,455.0,4-6-0,10
37,6163,14.0,148.0,75.0,137.0,430.0,4-6-0,10
38,5034,14.0,138.0,95.0,152.0,470.0,4-6-0,10
39,2190,13.0,244.0,80.0,139.0,460.0,4-6-0,10
40,5551,13.0,168.0,90.0,138.0,420.0,3-6-0,10
41,6198,13.0,150.0,110.0,89.0,440.0,4-6-0,10
42,5717,13.0,120.0,110.0,114.0,410.0,2-8-0,10
43,5858,12.0,248.0,75.0,102.0,460.0,3-7-0,10
44,801,12.0,170.0,75.0,152.0,435.0,3-7-0,10
45,6158,11.0,190.0,65.0,117.0,430.0,3-7-0,10
46,3337,11.0,150.0,85.0,91.0,405.0,3-7-0,10
47,3814,11.0,136.0,130.0,138.0,405.0,3-7-0,10
48,3966,10.0,238.0,85.0,98.0,490.0,2-8-0,10
49,4553,9.0,206.0,90.0,88.0,470.0,2-8-0,10
50,4013,9.0,162.0,100.0,108.0,415.0,2-8-0,10
51,538,6.0,218.0,110.0,95.0,470.0,1-9-0,10
