Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1730,10,1,0,11,20.00,15.27,132
2,1501,8,3,0,11,16.00,18.55,76
3,234,8,3,0,11,16.00,15.55,76
4,1720,8,3,0,11,16.00,10.91,80
5,868,8,3,0,11,16.00,7.64,118
6,45,8,3,0,11,16.00,6.91,76
7,573,7,3,1,11,15.00,20.64,128
8,1189,7,3,1,11,15.00,13.64,128
9,1737,7,3,1,11,15.00,9.27,64
10,1023,7,4,0,11,14.00,19.55,68
11,931,7,4,0,11,14.00,11.00,128
12,1872,7,4,0,11,14.00,11.00,76
13,1990,7,4,0,11,14.00,7.82,128
14,85,6,4,1,11,13.00,8.73,132
15,2081,6,5,0,11,12.00,13.64,64
16,878,6,4,0,10,12.00,10.80,61
17,1555,6,5,0,11,12.00,8.73,132
18,1747,5,5,1,11,11.00,15.09,68
19,1024,5,5,1,11,11.00,14.18,64
20,1918,5,5,1,11,11.00,10.00,118
21,292,5,6,0,11,10.00,16.82,64
22,166,5,6,0,11,10.00,14.91,128
23,1319,5,6,0,11,10.00,12.27,51
24,461,4,5,2,11,10.00,12.09,66
25,1646,5,6,0,11,10.00,11.64,128
26,1985,5,6,0,11,10.00,7.45,40
27,1018,4,6,1,11,9.00,8.73,64
28,1741,4,7,0,11,8.00,14.45,128
29,829,4,7,0,11,8.00,12.82,60
30,1856,4,7,0,11,8.00,10.82,64
31,141,4,7,0,11,8.00,10.18,47
32,2171,4,7,0,11,8.00,9.73,64
33,1529,4,7,0,11,8.00,8.91,34
34,2015,3,7,1,11,7.00,18.18,64
35,1327,3,7,1,11,7.00,12.55,36
36,1760,3,8,0,11,6.00,15.45,64
37,554,2,9,0,11,4.00,12.00,38
38,135,2,9,0,11,4.00,9.91,68
39,1138,1,10,0,11,2.00,7.55,118
