Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,503,11,1,0,12,22.00,40.00,102
2,216,10,2,0,12,20.00,53.83,79
3,85,10,2,0,12,20.00,44.58,88
4,141,9,2,1,12,19.00,41.66,88
5,904,9,3,0,12,18.00,41.66,93
6,2474,9,3,0,12,18.00,39.75,101
7,1918,8,3,1,12,17.00,49.91,106
8,703,8,4,0,12,16.00,45.66,106
9,2612,7,5,0,12,14.00,48.58,106
10,1243,7,5,0,12,14.00,45.91,72
11,862,7,5,0,12,14.00,45.25,84
12,1718,7,5,0,12,14.00,43.58,72
13,1940,7,5,0,12,14.00,43.16,88
14,2246,7,5,0,12,14.00,39.16,93
15,74,6,5,1,12,13.00,47.08,74
16,2767,6,5,1,12,13.00,45.16,88
17,2075,6,5,1,12,13.00,44.75,91
18,33,6,6,0,12,12.00,44.91,93
19,1504,6,6,0,12,12.00,44.75,81
20,2645,6,6,0,12,12.00,40.83,83
21,2188,6,6,0,12,12.00,39.50,70
22,2771,6,6,0,12,12.00,38.33,98
23,548,5,6,1,12,11.00,46.25,64
24,2617,5,7,0,12,10.00,45.50,102
25,858,5,7,0,12,10.00,43.75,88
26,2959,5,7,0,12,10.00,39.91,72
27,107,4,7,1,12,9.00,48.00,81
28,2405,4,7,1,12,9.00,47.83,98
29,2015,4,7,1,12,9.00,46.08,72
30,1254,4,7,1,12,9.00,42.00,102
31,288,4,8,0,12,8.00,44.16,78
32,2054,4,8,0,12,8.00,42.75,70
33,2611,4,8,0,12,8.00,41.91,60
34,518,4,8,0,12,8.00,39.25,101
35,322,3,9,0,12,6.00,43.25,90
36,1677,3,9,0,12,6.00,42.50,90
37,1502,2,9,1,12,5.00,45.08,72
38,2604,2,9,1,12,5.00,37.91,79
39,2245,2,10,0,12,4.00,42.25,68
