Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3793,2.0,2520.0,330.0,1060.0,1100.0,0.0,12-0-0,12
2,4242,1.75,2700.0,560.0,1220.0,1050.0,0.0,10-1-1,12
3,2537,1.58,2395.0,505.0,1160.0,900.0,0.0,9-2-1,12
4,1885,1.5,2565.0,555.0,1380.0,1000.0,0.0,9-3-0,12
5,4514,1.5,2355.0,395.0,1120.0,1050.0,0.0,9-3-0,12
6,4464,1.5,2215.0,235.0,960.0,700.0,0.0,9-3-0,12
7,5115,1.41,2261.0,510.0,1200.0,800.0,1.0,8-3-1,12
8,4456,1.33,2104.0,185.0,1100.0,850.0,4.0,8-4-0,12
9,4638,1.33,2055.0,565.0,1220.0,600.0,0.0,8-4-0,12
10,3941,1.25,2230.0,170.0,980.0,950.0,0.0,7-4-1,12
11,2912,1.16,2035.0,185.0,980.0,850.0,0.0,7-5-0,12
12,5338,1.16,1900.0,255.0,960.0,750.0,0.0,7-5-0,12
13,1389,1.16,1866.0,140.0,840.0,850.0,1.0,7-5-0,12
14,2914,1.16,1645.0,330.0,940.0,550.0,0.0,7-5-0,12
15,1915,1.08,1715.0,265.0,840.0,650.0,0.0,6-5-1,12
16,2849,1.08,1696.0,260.0,1000.0,450.0,1.0,6-5-1,12
17,1111,1.0,2220.0,310.0,1100.0,750.0,0.0,6-5-0,12
18,3455,1.0,2050.0,260.0,1040.0,800.0,0.0,6-6-0,12
19,422,1.0,1815.0,310.0,900.0,750.0,0.0,6-6-0,12
20,3650,1.0,1536.0,330.0,980.0,350.0,1.0,6-6-0,12
21,888,0.83,1935.0,330.0,900.0,600.0,0.0,5-7-0,12
22,5243,0.83,1845.0,325.0,1060.0,450.0,0.0,5-7-0,12
23,2964,0.83,1740.0,310.0,980.0,600.0,0.0,5-7-0,12
24,1719,0.83,1690.0,330.0,900.0,550.0,0.0,5-7-0,12
25,449,0.75,1840.0,285.0,880.0,700.0,0.0,4-7-1,12
26,4099,0.75,1680.0,260.0,1000.0,500.0,0.0,4-7-1,12
27,614,0.66,2230.0,305.0,1100.0,950.0,0.0,4-8-0,12
28,1727,0.66,2005.0,435.0,1060.0,750.0,0.0,4-8-0,12
29,102,0.66,1865.0,185.0,1060.0,500.0,0.0,4-8-0,12
30,6543,0.66,1700.0,460.0,1060.0,450.0,0.0,4-8-0,12
31,4067,0.66,1550.0,260.0,960.0,400.0,0.0,4-8-0,12
32,3389,0.66,1510.0,400.0,840.0,400.0,0.0,4-8-0,12
33,3283,0.66,1422.0,150.0,840.0,400.0,2.0,4-8-0,12
34,6504,0.58,1510.0,235.0,880.0,450.0,0.0,3-8-1,12
35,2819,0.5,1185.0,155.0,660.0,300.0,0.0,3-6-0,12
36,5569,0.41,1235.0,260.0,780.0,300.0,0.0,2-6-1,12
37,4821,0.33,1357.0,270.0,800.0,350.0,2.0,2-10-0,12
38,1446,0.33,1140.0,230.0,580.0,400.0,0.0,2-4-0,12
39,5979,0.16,1015.0,220.0,560.0,300.0,0.0,1-7-0,12
