Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,254,20.00,1100.00,625.00,90.00,554.00,10-0-0,0,10
2,1718,20.00,870.00,485.00,210.00,501.00,10-0-0,0,10
3,2928,20.00,770.00,560.00,220.00,305.00,10-0-0,0,10
4,469,18.00,740.00,565.00,370.00,484.00,9-1-0,0,10
5,180,16.00,630.00,495.00,180.00,449.00,8-2-0,0,10
6,118,16.00,580.00,585.00,160.00,255.00,8-2-0,0,10
7,125,16.00,560.00,546.00,220.00,363.00,8-2-0,0,10
8,135,16.00,530.00,465.00,290.00,459.00,8-2-0,0,10
9,3478,16.00,490.00,460.00,280.00,247.00,8-2-0,0,10
10,624,14.00,800.00,580.00,230.00,376.00,7-3-0,0,10
11,2451,14.00,730.00,525.00,290.00,418.00,7-3-0,0,10
12,772,14.00,660.00,502.00,230.00,289.00,7-3-0,0,10
13,3562,14.00,650.00,470.00,200.00,364.00,7-3-0,0,10
14,5172,14.00,650.00,440.00,140.00,458.00,7-3-0,0,10
15,573,14.00,650.00,381.00,290.00,271.00,7-3-0,0,10
16,294,14.00,620.00,550.00,200.00,278.00,7-3-0,0,10
17,359,14.00,560.00,516.00,210.00,515.00,7-3-0,0,10
18,3990,14.00,530.00,541.00,230.00,287.00,7-3-0,0,10
19,2468,14.00,500.00,520.00,240.00,345.00,7-3-0,0,10
20,842,14.00,490.00,550.00,260.00,403.00,7-3-0,0,10
21,4055,14.00,470.00,530.00,200.00,264.00,7-3-0,0,10
22,4819,14.00,450.00,570.00,190.00,318.00,7-3-0,0,10
23,1937,14.00,440.00,560.00,200.00,304.00,7-3-0,0,10
24,1311,13.00,380.00,550.00,160.00,268.00,6-3-1,0,10
25,3476,12.00,680.00,550.00,260.00,383.00,6-4-0,0,10
26,68,12.00,660.00,531.00,230.00,365.00,6-4-0,0,10
27,987,12.00,640.00,535.00,300.00,329.00,6-4-0,0,10
28,75,12.00,640.00,516.00,130.00,278.00,6-4-0,0,10
29,2013,12.00,600.00,470.00,180.00,301.00,6-4-0,0,10
30,3386,12.00,580.00,512.00,120.00,288.00,6-4-0,0,10
31,3301,12.00,540.00,481.00,190.00,333.00,6-4-0,0,10
