Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2655,38.0,294.0,175.0,202.0,635.0,11-1-0,12
2,4290,31.0,310.0,180.0,120.0,660.0,10-2-0,12
3,238,31.0,298.0,190.0,144.0,685.0,9-3-0,12
4,5160,30.0,254.0,135.0,192.0,620.0,9-3-0,12
5,2059,29.0,259.0,145.0,148.0,630.0,9-3-0,12
6,587,28.0,313.0,160.0,139.0,690.0,8-4-0,12
7,4828,25.0,281.0,170.0,87.0,660.0,7-5-0,12
8,1533,25.0,223.0,230.0,123.0,590.0,7-5-0,12
9,4935,23.0,278.0,160.0,120.0,645.0,6-6-0,12
10,3402,22.0,217.0,175.0,58.0,590.0,6-6-0,12
11,3506,21.0,278.0,180.0,100.0,660.0,5-7-0,12
12,4767,21.0,219.0,120.0,95.0,585.0,6-6-0,12
13,5446,20.0,276.0,145.0,72.0,570.0,6-6-0,12
14,3196,20.0,221.0,135.0,97.0,550.0,6-6-0,12
15,5679,19.0,298.0,140.0,100.0,595.0,5-7-0,12
16,5727,18.0,279.0,130.0,128.0,530.0,6-6-0,12
17,2640,17.0,292.0,155.0,69.0,600.0,4-8-0,12
18,422,16.0,283.0,125.0,105.0,570.0,4-8-0,12
19,3971,16.0,256.0,100.0,80.0,585.0,4-8-0,12
20,1225,14.0,218.0,140.0,79.0,525.0,3-9-0,12
21,3845,13.0,153.0,110.0,33.0,435.0,3-6-0,12
22,5854,12.0,230.0,150.0,89.0,510.0,3-9-0,12
23,3229,11.0,230.0,80.0,89.0,535.0,3-9-0,12
24,3680,9.0,218.0,120.0,75.0,475.0,3-9-0,12
