Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4488,131.66,12,664,80,304,520,12
2,2930,98.08,12,424,160,277,310,12
3,4061,97.75,0,524,40,215,394,12
4,1595,90.0,0,320,200,304,262,12
5,4450,88.66,0,348,160,294,274,12
6,3588,88.5,12,352,220,170,308,12
7,3711,86.33,0,332,80,312,318,12
8,2149,85.66,14,228,440,138,220,12
9,4608,83.08,4,320,180,261,238,12
10,3238,79.25,0,216,200,347,188,12
11,2944,75.83,0,268,260,170,212,12
12,3812,74.25,0,216,200,263,230,12
13,4082,74.08,16,224,200,231,236,12
14,3876,72.08,0,252,200,213,212,12
15,2923,66.66,0,260,120,178,254,12
16,4726,66.16,0,256,120,196,234,12
17,2148,65.41,24,196,220,131,214,12
18,2147,64.75,0,292,80,195,216,12
19,4513,64.41,10,184,240,155,190,12
20,3223,64.16,8,192,200,154,222,12
21,5111,64.0,10,216,120,178,250,12
22,4309,63.75,0,168,160,241,196,12
23,5779,63.41,0,180,200,171,210,12
24,2910,62.5,0,176,240,170,182,12
25,3693,61.83,4,232,60,228,224,12
26,4104,60.83,0,196,120,226,200,12
27,4125,60.58,0,284,60,161,234,12
28,4495,57.58,4,136,200,191,166,12
29,3789,54.66,0,144,160,186,166,12
30,3712,54.41,0,212,120,147,180,12
31,4120,53.41,0,136,120,211,180,12
32,3575,48.16,8,140,80,206,162,12
33,5085,48.0,0,124,160,130,168,12
