Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3132,26.0,170.0,105.0,37.0,510.0,8-2-0,10
2,4613,24.0,200.0,105.0,81.0,480.0,8-2-0,10
3,5985,24.0,182.0,90.0,39.0,500.0,8-2-0,10
4,5333,21.0,150.0,100.0,25.0,430.0,8-2-0,10
5,5663,20.0,172.0,85.0,22.0,475.0,7-2-1,10
6,6187,20.0,158.0,65.0,41.0,385.0,8-2-0,10
7,5331,20.0,142.0,115.0,21.0,445.0,7-2-1,10
8,5876,19.0,188.0,115.0,36.0,450.0,8-2-0,10
9,4729,19.0,108.0,80.0,20.0,445.0,6-4-0,10
10,6024,18.0,158.0,125.0,30.0,445.0,6-4-0,10
11,4537,17.0,192.0,75.0,12.0,425.0,7-3-0,10
12,5593,17.0,184.0,125.0,42.0,445.0,5-5-0,10
13,5573,17.0,140.0,100.0,15.0,410.0,6-4-0,10
14,6050,16.0,182.0,85.0,17.0,435.0,6-4-0,10
15,6035,16.0,170.0,100.0,27.0,445.0,6-4-0,10
16,6118,15.0,168.0,75.0,34.0,380.0,5-5-0,10
17,6018,15.0,136.0,90.0,4.0,415.0,6-4-0,10
18,4739,15.0,110.0,85.0,8.0,380.0,5-5-0,10
19,6062,14.0,152.0,95.0,17.0,465.0,4-6-0,10
20,6204,14.0,144.0,95.0,21.0,380.0,5-4-1,10
21,4817,14.0,138.0,110.0,11.0,385.0,5-5-0,10
22,4801,14.0,134.0,90.0,23.0,390.0,5-5-0,10
23,5087,13.0,144.0,90.0,61.0,340.0,6-4-0,10
24,5584,13.0,134.0,75.0,11.0,420.0,4-6-0,10
25,1739,12.0,168.0,80.0,15.0,380.0,5-5-0,10
26,5988,12.0,154.0,100.0,13.0,415.0,4-6-0,10
27,6063,12.0,154.0,60.0,21.0,365.0,5-5-0,10
28,4774,12.0,130.0,55.0,65.0,335.0,5-5-0,10
29,5564,11.0,116.0,105.0,23.0,375.0,3-7-0,10
30,6083,11.0,116.0,80.0,10.0,345.0,4-5-0,10
31,5983,10.0,168.0,65.0,36.0,405.0,3-7-0,10
32,6212,10.0,138.0,80.0,6.0,375.0,3-6-1,10
33,5606,10.0,134.0,60.0,35.0,305.0,3-4-1,10
34,4253,10.0,120.0,95.0,24.0,380.0,3-7-0,10
35,6061,10.0,110.0,65.0,25.0,365.0,4-6-0,10
36,5893,9.0,152.0,80.0,7.0,420.0,3-7-0,10
37,5592,9.0,118.0,60.0,8.0,370.0,2-8-0,10
38,5648,9.0,108.0,80.0,17.0,345.0,4-6-0,10
39,4802,8.0,184.0,70.0,32.0,370.0,3-7-0,10
40,4788,8.0,114.0,90.0,35.0,330.0,2-7-1,10
41,6007,7.0,178.0,75.0,14.0,400.0,2-8-0,10
42,4529,6.0,80.0,55.0,12.0,295.0,2-8-0,10
43,6191,3.0,76.0,55.0,12.0,225.0,1-7-0,10
