Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4381,72.25,6,160,360,191,150,12
2,3452,62.41,0,148,240,147,244,12
3,2834,55.66,0,204,160,142,168,12
4,3875,50.75,0,76,280,131,158,12
5,1677,50.58,0,60,320,95,156,12
6,5248,49.58,0,116,240,113,144,12
7,3656,47.75,0,124,180,107,168,12
8,3658,47.41,0,116,240,99,138,12
9,4216,47.41,0,108,220,99,166,12
10,5256,45.75,0,116,160,139,152,12
11,5535,42.91,4,64,240,81,126,12
12,5194,40.0,0,60,140,142,156,12
13,1504,39.83,0,96,160,94,146,12
14,5448,39.75,10,100,120,109,156,12
15,4409,39.58,0,68,200,61,158,12
16,4482,38.75,0,76,160,63,190,12
17,5162,38.58,6,52,160,109,148,12
18,4453,38.25,0,88,120,115,148,12
19,1528,37.75,0,52,160,107,146,12
20,1254,36.25,0,84,160,67,154,12
21,5152,35.83,0,72,120,140,116,12
22,1940,35.5,0,52,180,106,130,12
23,830,35.25,0,64,60,131,180,12
24,4237,35.16,4,84,120,96,130,12
25,5501,34.58,0,60,160,57,144,12
26,3641,34.08,0,80,120,75,170,12
27,5623,33.41,0,80,80,127,132,12
28,5675,32.41,0,68,120,127,92,12
29,5182,32.25,0,64,80,147,114,12
30,5161,32.08,0,72,80,123,122,12
31,4408,31.75,0,108,80,107,110,12
32,5173,31.75,0,80,80,91,148,12
33,5462,31.16,0,64,120,72,130,12
34,4368,31.08,0,40,120,75,150,12
35,4327,30.66,0,72,120,68,152,12
36,5205,30.08,0,32,120,87,134,12
37,5204,29.41,0,36,120,101,116,12
38,5610,27.41,0,24,140,85,106,12
39,5532,26.5,0,88,80,76,134,12
40,5227,24.33,0,80,0,116,114,12
