Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,70,115.08,134,424,340,205,284,12
2,494,111.0,220,356,300,156,306,12
3,3452,107.0,24,400,280,264,328,12
4,2474,103.0,16,264,400,320,242,12
5,4237,101.16,66,296,400,226,232,12
6,2767,101.16,4,372,180,374,296,12
7,2959,100.25,8,344,240,337,286,12
8,3688,97.41,28,396,320,157,274,12
9,5204,96.41,40,300,320,227,270,12
10,5069,96.08,24,268,360,155,346,12
11,469,95.08,0,336,320,203,288,12
12,3547,91.25,38,224,400,145,294,12
13,4377,88.25,10,252,420,149,234,12
14,4325,86.75,52,284,340,127,244,12
15,5745,86.16,48,216,340,166,276,12
16,4368,86.0,38,164,400,200,236,12
17,5152,85.41,58,248,360,153,224,12
18,5674,85.0,28,180,360,246,212,12
19,3620,83.25,0,300,260,191,248,12
20,5610,81.5,12,148,320,188,316,12
21,5227,81.41,68,232,320,149,220,12
22,5246,81.08,54,248,320,147,216,12
23,5194,79.58,24,212,300,223,202,12
24,5056,79.16,28,224,340,118,246,12
25,5501,78.66,28,184,400,130,202,12
26,3875,74.66,32,140,360,188,194,12
27,1677,73.66,20,216,320,138,196,12
28,5675,70.58,0,224,240,189,206,12
29,5502,69.66,0,112,380,170,174,12
30,1254,69.66,8,212,240,150,238,12
31,4395,69.33,28,136,300,128,240,12
32,5623,69.16,24,128,280,192,218,12
33,4855,68.91,4,164,320,155,190,12
34,5535,68.58,24,168,280,165,186,12
35,4409,66.33,28,152,240,140,236,12
36,468,65.75,12,148,280,167,188,12
37,5462,64.75,12,136,280,129,226,12
38,5676,57.33,24,140,220,140,164,12
39,5182,55.16,44,116,200,136,166,12
40,1940,53.25,28,92,200,123,196,12
