Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1388,7,0,0,7,14.00,42.71,78
2,597,7,0,0,7,14.00,39.85,109
3,399,6,1,0,7,12.00,47.71,112
4,1726,6,1,0,7,12.00,45.71,79
5,1644,6,1,0,7,12.00,37.71,108
6,207,6,1,0,7,12.00,36.00,76
7,2429,5,1,1,7,11.00,45.57,80
8,330,5,2,0,7,10.00,42.28,68
9,1138,5,2,0,7,10.00,40.28,66
10,973,5,2,0,7,10.00,39.00,112
11,580,5,2,0,7,10.00,38.85,70
12,1717,5,2,0,7,10.00,38.71,88
13,1160,5,2,0,7,10.00,36.85,70
14,691,5,2,0,7,10.00,36.71,71
15,848,5,2,0,7,10.00,36.14,109
16,2637,5,2,0,7,10.00,33.14,69
17,1047,4,2,1,7,9.00,44.85,69
18,1682,4,3,0,7,8.00,42.57,84
19,1661,4,3,0,7,8.00,42.28,78
20,687,4,3,0,7,8.00,41.42,70
21,1148,4,3,0,7,8.00,40.14,66
22,2659,4,3,0,7,8.00,39.57,79
23,295,4,3,0,7,8.00,37.42,78
24,3001,4,3,0,7,8.00,36.71,76
25,980,4,3,0,7,8.00,35.71,109
26,702,4,3,0,7,8.00,31.71,80
27,1438,4,3,0,7,8.00,29.71,86
28,3020,4,3,0,7,8.00,29.42,88
29,606,3,3,1,7,7.00,35.00,76
30,2404,3,4,0,7,6.00,43.42,112
31,1382,3,4,0,7,6.00,41.71,85
32,696,3,4,0,7,6.00,40.00,85
33,1197,3,4,0,7,6.00,38.85,98
34,3027,3,4,0,7,6.00,38.85,54
35,2584,3,4,0,7,6.00,38.57,60
36,1515,3,4,0,7,6.00,37.71,78
37,2496,3,4,0,7,6.00,32.85,76
38,4,3,4,0,7,6.00,32.28,88
39,589,3,4,0,7,6.00,31.42,68
40,1323,3,4,0,7,6.00,29.42,76
41,995,3,4,0,7,6.00,27.85,71
42,294,2,4,1,7,5.00,44.57,102
43,1759,2,4,1,7,5.00,39.57,86
44,2658,2,4,1,7,5.00,36.28,60
45,2174,2,5,0,7,4.00,45.00,80
46,599,2,5,0,7,4.00,43.28,70
47,1860,2,5,0,7,4.00,39.14,108
48,1452,2,5,0,7,4.00,32.85,63
49,1702,2,4,0,6,4.00,31.28,62
50,1070,2,4,0,6,4.00,27.71,78
51,2272,2,5,0,7,4.00,26.57,61
52,2576,2,5,0,7,4.00,22.71,80
53,3120,1,6,0,7,2.00,41.71,63
54,981,1,6,0,7,2.00,38.57,80
55,362,1,5,0,6,2.00,35.57,64
56,1836,1,6,0,7,2.00,32.57,48
57,1671,1,6,0,7,2.00,31.42,48
58,867,1,6,0,7,2.00,29.14,60
59,1692,1,6,0,7,2.00,24.00,58
60,2919,0,7,0,7,0,21.42,42
