Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1507,20.00,362.00,220.00,394.00,10-0-0,0,10
2,639,18.00,224.00,200.00,305.00,9-1-0,0,10
3,1551,17.00,282.00,160.00,281.00,8-1-1,0,10
4,2603,17.00,242.00,190.00,316.00,8-1-1,0,10
5,2228,16.00,298.00,150.00,322.00,8-2-0,0,10
6,781,16.00,218.00,220.00,421.00,8-2-0,0,10
7,4269,15.00,244.00,300.00,222.00,7-2-1,0,10
8,461,14.00,258.00,180.00,254.00,7-3-0,0,10
9,3260,14.00,256.00,160.00,270.00,7-3-0,0,10
10,340,14.00,254.00,340.00,242.00,7-3-0,0,10
11,1629,12.00,298.00,130.00,411.00,6-4-0,0,10
12,1014,12.00,252.00,210.00,307.00,6-4-0,0,10
13,2834,12.00,234.00,170.00,320.00,6-4-0,0,10
14,2016,12.00,230.00,90.00,364.00,6-4-0,0,10
15,4121,12.00,212.00,160.00,274.00,6-4-0,0,10
16,2197,12.00,186.00,200.00,274.00,6-4-0,0,10
17,3266,12.00,174.00,180.00,326.00,6-4-0,0,10
18,3496,12.00,130.00,340.00,275.00,6-4-0,0,10
19,4085,11.00,292.00,200.00,309.00,5-4-1,0,10
20,2252,10.00,274.00,180.00,412.00,5-5-0,0,10
21,706,10.00,272.00,230.00,385.00,5-5-0,0,10
22,3003,10.00,272.00,220.00,262.00,5-5-0,0,10
23,1747,10.00,254.00,90.00,272.00,5-5-0,0,10
24,2704,10.00,236.00,130.00,206.00,5-5-0,0,10
25,1248,10.00,222.00,180.00,284.00,5-5-0,0,10
26,3777,10.00,200.00,90.00,206.00,5-5-0,0,10
27,1528,10.00,192.00,140.00,174.00,5-5-0,0,10
28,2399,10.00,188.00,210.00,250.00,5-5-0,0,10
29,4142,10.00,154.00,150.00,127.00,5-5-0,0,10
30,120,10.00,150.00,190.00,227.00,5-5-0,0,10
31,4119,10.00,138.00,200.00,213.00,5-5-0,0,10
32,1270,10.00,114.00,280.00,151.00,5-5-0,0,10
33,174,9.00,232.00,120.00,259.00,4-5-1,0,10
34,201,9.00,180.00,210.00,149.00,4-5-1,0,10
35,1450,8.00,292.00,160.00,224.00,4-6-0,0,10
36,4611,8.00,234.00,120.00,270.00,4-6-0,0,10
37,1590,8.00,224.00,230.00,273.00,4-6-0,0,10
38,1787,8.00,202.00,180.00,191.00,4-6-0,0,10
39,2172,8.00,188.00,150.00,245.00,4-6-0,0,10
40,1317,8.00,186.00,180.00,125.00,4-6-0,0,10
41,4780,8.00,154.00,160.00,212.00,4-6-0,0,10
42,4385,8.00,104.00,220.00,142.00,4-6-0,0,10
43,4165,6.00,176.00,120.00,113.00,3-7-0,0,10
44,4145,6.00,156.00,190.00,235.00,3-7-0,0,10
45,4283,6.00,152.00,110.00,214.00,3-7-0,0,10
46,2340,6.00,148.00,210.00,152.00,3-7-0,0,10
47,1274,6.00,146.00,130.00,136.00,3-7-0,0,10
48,1126,4.00,228.00,170.00,223.00,2-8-0,0,10
49,533,4.00,184.00,120.00,139.00,2-8-0,0,10
50,695,4.00,158.00,100.00,180.00,2-8-0,0,10
51,4675,4.00,130.00,130.00,174.00,2-8-0,0,10
52,3591,2.00,144.00,160.00,108.00,1-9-0,0,10
53,2010,2.00,100.00,140.00,221.00,1-9-0,0,10
