Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1918,33.0,222.0,125.0,242.0,560.0,10-2-0,12
2,3618,32.0,214.0,145.0,101.0,550.0,11-1-0,12
3,4377,27.0,218.0,145.0,95.0,595.0,8-4-0,12
4,3770,25.0,188.0,155.0,77.0,520.0,9-3-0,12
5,5448,24.0,216.0,120.0,96.0,570.0,8-4-0,12
6,107,24.0,212.0,135.0,151.0,500.0,9-3-0,12
7,6193,23.0,213.0,115.0,54.0,585.0,6-6-0,12
8,6121,23.0,203.0,145.0,51.0,525.0,8-4-0,12
9,3602,23.0,194.0,130.0,157.0,545.0,7-4-1,12
10,5712,22.0,148.0,135.0,75.0,500.0,7-5-0,12
11,5224,22.0,132.0,120.0,105.0,495.0,7-5-0,12
12,5175,22.0,130.0,135.0,39.0,480.0,9-3-0,12
13,5560,21.0,228.0,145.0,89.0,500.0,7-4-1,12
14,5229,21.0,220.0,105.0,44.0,540.0,7-5-0,12
15,2619,21.0,156.0,100.0,81.0,525.0,6-6-0,12
16,5166,20.0,208.0,160.0,108.0,480.0,6-5-1,12
17,5447,20.0,182.0,120.0,75.0,495.0,6-6-0,12
18,4398,19.0,216.0,115.0,66.0,500.0,7-5-0,12
19,1502,19.0,188.0,120.0,77.0,560.0,5-6-1,12
20,3570,19.0,174.0,125.0,116.0,470.0,6-6-0,12
21,5562,19.0,170.0,115.0,31.0,550.0,6-5-1,12
22,5547,18.0,174.0,130.0,80.0,440.0,7-5-0,12
23,5661,18.0,172.0,115.0,64.0,450.0,6-6-0,12
24,5017,17.0,162.0,70.0,44.0,455.0,6-6-0,12
25,3603,16.0,234.0,145.0,36.0,560.0,5-7-0,12
26,5247,16.0,160.0,80.0,59.0,490.0,4-8-0,12
27,5525,15.0,211.0,135.0,38.0,510.0,5-6-1,12
28,5156,15.0,194.0,105.0,99.0,480.0,4-6-2,12
29,5703,15.0,160.0,130.0,43.0,510.0,4-8-0,12
30,4983,15.0,160.0,125.0,40.0,475.0,5-7-0,12
31,5316,15.0,148.0,65.0,37.0,455.0,5-7-0,12
32,6098,14.0,200.0,125.0,54.0,530.0,4-7-1,12
33,5226,14.0,168.0,115.0,41.0,480.0,4-8-0,12
34,6074,14.0,132.0,115.0,37.0,445.0,6-6-0,12
35,5575,14.0,114.0,70.0,31.0,455.0,3-9-0,12
36,5534,12.0,176.0,140.0,48.0,490.0,2-8-2,12
37,3537,12.0,108.0,135.0,78.0,420.0,3-9-0,12
38,862,11.0,164.0,120.0,44.0,455.0,3-9-0,12
39,5504,10.0,136.0,115.0,46.0,480.0,1-11-0,12
40,6071,7.0,96.0,100.0,40.0,385.0,2-9-1,12
