2003nj_f1m1,frc25,frc102,frc103,frc87,110,2
2003nj_f1m2,frc25,frc102,frc103,frc87,9,49
2003nj_qf1m1,frc25,frc102,frc637,frc11,85,16
2003nj_qf1m2,frc25,frc340,frc11,frc293,146,14
2003nj_qf2m1,frc103,frc87,frc223,frc381,56,33
2003nj_qf2m2,frc103,frc222,frc223,frc228,69,31
2003nj_qf3m1,frc1048,frc303,frc30,frc1089,0,18
2003nj_qf3m2,frc303,frc84,frc30,frc88,23,28
2003nj_qf4m1,frc716,frc56,frc136,frc75,67,58
2003nj_qf4m2,frc716,frc709,frc75,frc550,32,33
2003nj_qm1,frc222,frc174,frc1048,frc839,8,31
2003nj_qm10,frc87,frc102,frc896,frc140,95,0
2003nj_qm100,frc222,frc869,frc1156,frc896,17,41
2003nj_qm101,frc41,frc714,frc140,frc25,30,109
2003nj_qm102,frc56,frc102,frc228,frc224,80,28
2003nj_qm103,frc88,frc103,frc11,frc1187,61,11
2003nj_qm104,frc352,frc613,frc87,frc550,33,76
2003nj_qm105,frc223,frc1228,frc885,frc136,66,42
2003nj_qm106,frc84,frc219,frc340,frc716,14,69
2003nj_qm107,frc709,frc752,frc303,frc555,45,106
2003nj_qm108,frc839,frc1089,frc1048,frc293,55,28
2003nj_qm109,frc371,frc203,frc174,frc637,39,41
2003nj_qm11,frc224,frc219,frc88,frc30,31,98
2003nj_qm110,frc686,frc381,frc75,frc30,35,60
2003nj_qm12,frc1187,frc839,frc637,frc222,35,6
2003nj_qm13,frc103,frc885,frc75,frc293,88,43
2003nj_qm14,frc709,frc174,frc56,frc41,37,53
2003nj_qm15,frc1089,frc714,frc371,frc550,71,33
2003nj_qm16,frc896,frc1156,frc228,frc1048,7,33
2003nj_qm17,frc11,frc84,frc224,frc102,66,89
2003nj_qm18,frc88,frc303,frc25,frc219,45,55
2003nj_qm19,frc136,frc1228,frc381,frc203,34,35
2003nj_qm2,frc885,frc714,frc25,frc637,53,105
2003nj_qm20,frc340,frc352,frc555,frc716,4,38
2003nj_qm21,frc613,frc752,frc686,frc140,21,102
2003nj_qm22,frc869,frc223,frc87,frc30,31,60
2003nj_qm23,frc224,frc25,frc1187,frc222,45,57
2003nj_qm24,frc293,frc41,frc352,frc839,28,76
2003nj_qm25,frc381,frc103,frc550,frc709,78,7
2003nj_qm26,frc752,frc1048,frc1089,frc555,53,40
2003nj_qm27,frc686,frc885,frc102,frc87,18,61
2003nj_qm28,frc223,frc637,frc896,frc219,84,31
2003nj_qm29,frc174,frc11,frc869,frc75,3,35
2003nj_qm3,frc293,frc228,frc1228,frc103,6,76
2003nj_qm30,frc714,frc203,frc88,frc1156,11,58
2003nj_qm31,frc136,frc56,frc716,frc84,51,26
2003nj_qm32,frc371,frc340,frc303,frc140,8,60
2003nj_qm33,frc228,frc1228,frc613,frc30,6,66
2003nj_qm34,frc869,frc224,frc222,frc839,33,68
2003nj_qm35,frc25,frc293,frc56,frc88,54,30
2003nj_qm36,frc709,frc555,frc381,frc87,38,35
2003nj_qm37,frc752,frc228,frc716,frc1187,48,60
2003nj_qm38,frc219,frc613,frc41,frc303,1,37
2003nj_qm39,frc686,frc75,frc340,frc103,66,43
2003nj_qm4,frc1089,frc11,frc340,frc75,65,61
2003nj_qm40,frc223,frc1048,frc1156,frc1228,102,60
2003nj_qm41,frc174,frc352,frc885,frc550,88,32
2003nj_qm42,frc637,frc714,frc84,frc1089,21,65
2003nj_qm43,frc136,frc11,frc102,frc140,80,69
2003nj_qm44,frc896,frc203,frc371,frc30,26,73
2003nj_qm45,frc1156,frc869,frc839,frc88,35,51
2003nj_qm46,frc224,frc87,frc25,frc1187,56,28
2003nj_qm47,frc84,frc885,frc709,frc303,36,63
2003nj_qm48,frc103,frc752,frc293,frc102,41,37
2003nj_qm49,frc222,frc371,frc219,frc714,65,43
2003nj_qm5,frc550,frc136,frc613,frc41,170,9
2003nj_qm50,frc555,frc896,frc1228,frc11,31,43
2003nj_qm51,frc686,frc228,frc550,frc203,66,34
2003nj_qm52,frc223,frc56,frc613,frc381,39,0
2003nj_qm53,frc174,frc75,frc1089,frc716,61,55
2003nj_qm54,frc637,frc1048,frc41,frc140,113,33
2003nj_qm55,frc352,frc340,frc136,frc30,12,62
2003nj_qm56,frc550,frc1156,frc88,frc1187,31,48
2003nj_qm57,frc613,frc869,frc303,frc224,21,69
2003nj_qm58,frc1089,frc102,frc84,frc714,62,12
2003nj_qm59,frc103,frc41,frc75,frc11,70,36
2003nj_qm6,frc84,frc352,frc869,frc1156,16,39
2003nj_qm60,frc136,frc87,frc839,frc222,7,63
2003nj_qm61,frc203,frc885,frc352,frc1048,60,39
2003nj_qm62,frc555,frc686,frc340,frc381,28,59
2003nj_qm63,frc752,frc25,frc371,frc223,39,27
2003nj_qm64,frc709,frc716,frc896,frc293,130,43
2003nj_qm65,frc174,frc228,frc140,frc219,12,77
2003nj_qm66,frc56,frc1228,frc637,frc30,37,64
2003nj_qm67,frc340,frc550,frc1187,frc224,85,24
2003nj_qm68,frc1156,frc714,frc716,frc613,20,109
2003nj_qm69,frc11,frc371,frc1089,frc896,45,48
2003nj_qm7,frc381,frc752,frc1187,frc303,16,11
2003nj_qm70,frc222,frc869,frc103,frc1048,61,125
2003nj_qm71,frc136,frc140,frc637,frc88,24,18
2003nj_qm72,frc381,frc56,frc102,frc228,14,32
2003nj_qm73,frc203,frc1228,frc41,frc555,18,16
2003nj_qm74,frc223,frc303,frc87,frc84,36,59
2003nj_qm75,frc752,frc293,frc885,frc75,35,46
2003nj_qm76,frc686,frc709,frc839,frc219,88,53
2003nj_qm77,frc25,frc174,frc352,frc30,118,49
2003nj_qm78,frc41,frc340,frc224,frc613,65,5
2003nj_qm79,frc896,frc87,frc550,frc1156,71,20
2003nj_qm8,frc555,frc223,frc709,frc203,80,10
2003nj_qm80,frc885,frc1048,frc709,frc11,32,31
2003nj_qm81,frc88,frc222,frc839,frc228,78,15
2003nj_qm82,frc174,frc714,frc1187,frc555,44,18
2003nj_qm83,frc352,frc25,frc136,frc293,39,31
2003nj_qm84,frc371,frc381,frc869,frc84,8,37
2003nj_qm85,frc203,frc716,frc140,frc1089,60,13
2003nj_qm86,frc223,frc75,frc56,frc103,51,82
2003nj_qm87,frc1228,frc752,frc219,frc637,8,40
2003nj_qm88,frc303,frc686,frc102,frc30,55,61
2003nj_qm89,frc869,frc41,frc613,frc1156,70,70
2003nj_qm9,frc686,frc371,frc56,frc716,39,82
2003nj_qm90,frc140,frc11,frc340,frc896,33,35
2003nj_qm91,frc228,frc885,frc555,frc56,45,67
2003nj_qm92,frc88,frc219,frc293,frc102,30,59
2003nj_qm93,frc87,frc303,frc174,frc224,60,32
2003nj_qm94,frc84,frc1048,frc75,frc352,56,40
2003nj_qm95,frc752,frc371,frc222,frc550,20,90
2003nj_qm96,frc1089,frc686,frc714,frc709,0,9
2003nj_qm97,frc203,frc25,frc103,frc839,105,49
2003nj_qm98,frc381,frc223,frc1187,frc637,67,31
2003nj_qm99,frc136,frc716,frc1228,frc30,80,55
2003nj_sf1m1,frc25,frc102,frc30,frc1089,66,3
2003nj_sf1m2,frc25,frc102,frc30,frc1089,81,37
2003nj_sf2m1,frc103,frc87,frc716,frc56,51,34
2003nj_sf2m2,frc103,frc87,frc716,frc56,80,55
