Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,1678,2.4399999999999999,2489.0,455.0,920.0,1000.0,414.0,7-2-0,9
2,199,1.77,2293.0,459.0,900.0,1150.0,58.0,8-1-0,9
3,973,1.77,2205.0,482.0,860.0,900.0,320.0,6-3-0,9
4,4643,1.6599999999999999,2199.0,355.0,900.0,1000.0,109.0,7-2-0,9
5,1323,1.55,2304.0,443.0,1000.0,950.0,184.0,6-2-1,9
6,4135,1.55,2224.0,339.0,940.0,900.0,49.0,7-2-0,9
7,1671,1.4399999999999999,2121.0,485.0,960.0,950.0,71.0,6-2-0,9
8,1056,1.4399999999999999,2067.0,506.0,860.0,950.0,122.0,6-3-0,9
9,2141,1.4399999999999999,1957.0,379.0,880.0,850.0,37.0,6-2-1,9
10,6665,1.4399999999999999,1936.0,324.0,860.0,900.0,46.0,6-3-0,9
11,2073,1.3300000000000001,2408.0,580.0,1020.0,950.0,63.0,6-3-0,9
12,5458,1.3300000000000001,2301.0,249.0,1000.0,1050.0,41.0,6-3-0,9
13,1700,1.3300000000000001,2293.0,600.0,1160.0,900.0,3.0,6-3-0,9
14,701,1.3300000000000001,2220.0,459.0,1020.0,900.0,95.0,6-3-0,9
15,1662,1.3300000000000001,2009.0,419.0,1020.0,850.0,9.0,6-3-0,9
16,3598,1.3300000000000001,1993.0,368.0,880.0,900.0,48.0,6-3-0,9
17,5496,1.22,2106.0,502.0,920.0,900.0,46.0,5-4-0,9
18,295,1.22,2089.0,389.0,880.0,850.0,49.0,5-4-0,9
19,3189,1.22,2002.0,327.0,980.0,700.0,27.0,5-3-1,9
20,3128,1.22,1951.0,366.0,960.0,800.0,11.0,5-3-1,9
21,5875,1.22,1929.0,228.0,880.0,800.0,59.0,5-4-0,9
22,3859,1.1100000000000001,2254.0,270.0,920.0,1050.0,94.0,5-4-0,9
23,649,1.1100000000000001,2219.0,566.0,1060.0,950.0,24.0,5-4-0,9
24,5012,1.1100000000000001,2067.0,425.0,1020.0,900.0,22.0,5-4-0,9
25,6474,1.1100000000000001,2042.0,349.0,820.0,900.0,92.0,4-5-0,9
26,1458,1.1100000000000001,1995.0,318.0,900.0,850.0,50.0,5-4-0,9
27,1072,1.1100000000000001,1928.0,320.0,980.0,750.0,28.0,5-4-0,9
28,4698,1.1100000000000001,1885.0,529.0,940.0,800.0,5.0,5-4-0,9
29,2543,1.1100000000000001,1821.0,496.0,880.0,700.0,31.0,5-4-0,9
30,6644,1.1100000000000001,1751.0,375.0,860.0,600.0,136.0,4-4-1,9
31,3501,1.1100000000000001,1750.0,317.0,860.0,700.0,20.0,5-4-0,9
32,5905,1.0,2016.0,194.0,740.0,950.0,46.0,4-5-0,9
33,1388,1.0,1975.0,361.0,880.0,800.0,55.0,4-5-0,9
34,5507,1.0,1973.0,506.0,1000.0,600.0,73.0,4-5-0,9
35,2085,1.0,1918.0,222.0,780.0,900.0,83.0,4-5-0,9
36,585,1.0,1568.0,246.0,760.0,550.0,48.0,4-5-0,9
37,2551,0.88,2029.0,193.0,900.0,950.0,59.0,3-5-1,9
38,2473,0.88,1929.0,365.0,960.0,750.0,9.0,4-5-0,9
39,3257,0.88,1835.0,432.0,980.0,700.0,25.0,4-5-0,9
40,2102,0.88,1675.0,343.0,820.0,600.0,75.0,4-5-0,9
41,692,0.88,1562.0,351.0,800.0,600.0,2.0,4-5-0,9
42,4669,0.77000000000000002,2235.0,410.0,880.0,1050.0,60.0,3-6-0,9
43,4543,0.77000000000000002,1952.0,348.0,940.0,800.0,67.0,3-6-0,9
44,100,0.77000000000000002,1787.0,388.0,840.0,750.0,62.0,3-6-0,9
45,3669,0.77000000000000002,1753.0,180.0,720.0,750.0,93.0,3-6-0,9
46,6305,0.66000000000000003,2023.0,319.0,780.0,1000.0,43.0,3-6-0,9
47,4171,0.66000000000000003,1857.0,259.0,760.0,850.0,37.0,3-6-0,9
48,3250,0.66000000000000003,1717.0,314.0,860.0,700.0,32.0,3-6-0,9
49,5274,0.55000000000000004,1785.0,393.0,920.0,700.0,40.0,2-7-0,9
50,1351,0.44,1946.0,492.0,880.0,900.0,21.0,2-7-0,9
51,5480,0.44,1892.0,369.0,800.0,800.0,17.0,2-7-0,9
52,6174,0.44,1500.0,365.0,800.0,500.0,0.0,2-7-0,9
53,3013,0.44,1278.0,226.0,600.0,450.0,58.0,2-6-0,9
54,2204,0.33000000000000002,1759.0,289.0,800.0,700.0,74.0,1-8-0,9
55,6612,0.33000000000000002,1572.0,315.0,820.0,550.0,52.0,1-8-0,9
56,3615,0.22,1181.0,245.0,680.0,350.0,11.0,1-8-0,9
